POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,$500 OR LESS,05/23/2022 05:17:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,6000,W,GRAND AVE,2512,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,2,5,41.920676631,-87.775630269,POINT (-87.775630269041 41.920676630982)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"$501 - $1,500",07/25/2017 02:00:00 PM,NOT APPLICABLE,NOT APPLICABLE,3705,W,DIVISION ST,1112,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,3,7,41.902623035,-87.719238142,POINT (-87.719238141981 41.902623035045)
5,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,N,"OVER $1,500",06/21/2021 11:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6299,S,LAKE SHORE DR,331,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,1,6,,,
15,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDESTRIAN,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,$500 OR LESS,01/02/2023 05:25:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5,W,TERMINAL ST,1655,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,2,1,,,
45,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",08/21/2022 03:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,9800,W,KENNEDY EXPY IB,1654,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,1,8,,,
30,TRAFFIC SIGNAL,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",12/15/2022 12:40:00 PM,NOT APPLICABLE,NOT APPLICABLE,502,S,SACRAMENTO BLVD,1134,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,11,5,12,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",05/29/2022 12:11:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,5500,S,WENTWORTH AVE,225,3,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,0,1,5,,,
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,Y,"$501 - $1,500",07/19/2021 01:28:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7600,S,STEWART AVE,621,2,NONINCAPACITATING INJURY,3,0,0,3,0,1,0,23,1,7,41.75616061,-87.634583596,POINT (-87.634583595966 41.756160610031)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,$500 OR LESS,06/09/2018 07:00:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,6201,N,CENTRAL AVE,1621,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,19,7,6,41.994350631,-87.764730833,POINT (-87.764730832986 41.994350630951)
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",09/26/2018 09:10:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,3331,W,IRVING PARK RD,1733,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,9,41.953764059,-87.711738851,POINT (-87.711738851035 41.95376405899)
20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",07/08/2023 12:25:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,6500,S,MARYLAND AVE,321,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,7,7,41.776698398,-87.604775584,POINT (-87.604775584034 41.776698398011)
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,$500 OR LESS,09/01/2022 04:20:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1150,W,WINONA ST,2033,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,9,41.975319532,-87.659738127,POINT (-87.659738126956 41.975319532018)
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",10/09/2020 05:05:00 AM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,93,N,BESSIE COLEMAN DR,1654,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,4,10,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",02/06/2022 07:30:00 AM,WEATHER,NOT APPLICABLE,2740,S,SPRINGFIELD AVE,1031,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,7,2,41.84120792,-87.722172996,POINT (-87.722172995963 41.841207920006)
25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,$500 OR LESS,06/14/2023 05:02:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,173,N,BESSIE COLEMAN DR,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,4,6,,,
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",03/03/2017 05:19:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5900,S,ALBANY AVE,824,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,3,41.786192939,-87.701055579,POINT (-87.70105557902 41.786192938996)
65,OTHER,UNKNOWN,RAIN,DAYLIGHT,REAR END,OTHER,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,$500 OR LESS,07/14/2018 03:45:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,8502,S,CHICAGO SKYWAY OB,412,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,7,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",03/04/2017 01:50:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,2000,W,62ND ST,714,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,7,3,41.781272469,-87.674011625,POINT (-87.674011625032 41.781272468956)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",12/13/2018 09:10:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2437,E,71ST ST,334,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,,,
30,POLICE/FLAGMAN,NOT FUNCTIONING,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",08/28/2018 10:20:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,146,E,LA SALLE DR,1814,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,10,3,8,41.913404772,-87.626155247,POINT (-87.626155246957 41.913404771972)
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"$501 - $1,500",11/17/2017 05:51:00 PM,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,2300,W,33RD ST,912,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,11,41.834058754,-87.68276172,POINT (-87.682761720001 41.834058754032)
30,NO CONTROLS,UNKNOWN,CLEAR,DAWN,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"$501 - $1,500",07/04/2023 08:48:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3900,W,CHICAGO AVE,1112,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,3,7,41.895499511,-87.723699547,POINT (-87.723699546998 41.895499510995)
30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,$500 OR LESS,11/19/2019 02:35:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,255,N,LOWER COLUMBUS DR,114,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,,,
30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",02/08/2019 04:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,701,S,DAMEN AVE,1225,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,16,6,2,0,0,POINT (0 0)
20,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,PARKING LOT,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",04/24/2022 02:00:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,WEATHER,1,W,PARKING LOT E ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,1,4,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",06/07/2018 05:20:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,4032,W,IRVING PARK RD,1722,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,6,5,6,41.953750194,-87.728489892,POINT (-87.728489892005 41.953750193958)
20,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",12/22/2022 03:50:00 PM,IMPROPER BACKING,NOT APPLICABLE,3,W,TERMINAL ST,1653,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,5,12,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"$501 - $1,500",08/21/2020 04:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5100,N,BROADWAY,2033,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,6,8,41.974645684,-87.659970179,POINT (-87.659970178971 41.974645683985)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",05/16/2017 08:00:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,6299,S,LAKE SHORE DR,331,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,3,5,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",05/05/2020 08:48:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6299,S,LAKE SHORE DR,331,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,3,5,,,
15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,RAMP,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,$500 OR LESS,03/21/2023 11:25:00 AM,NOT APPLICABLE,NOT APPLICABLE,617,W,OHARE ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,3,3,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"$501 - $1,500",04/25/2017 03:40:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6300,N,RIDGE AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,2,4,41.995579197,-87.675876884,POINT (-87.675876883986 41.995579196996)
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",09/24/2020 12:36:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1900,E,75TH ST,333,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,5,9,41.758960279,-87.578523141,POINT (-87.578523140973 41.758960278959)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",02/07/2018 08:05:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1232,W,AINSLIE ST,2033,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,4,2,,,
25,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",02/06/2020 12:20:00 PM,IMPROPER BACKING,NOT APPLICABLE,773,W,OHARE ST,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,5,2,,,
10,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",04/28/2020 01:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4201,S,ASHLAND AVE,924,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,6,4,41.817683733,-87.6650402,POINT (-87.665040200043 41.817683733038)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,ONE-WAY,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,"OVER $1,500",02/05/2023 06:02:00 AM,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,15,W,I190 EXPY,1654,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,5,1,2,,,
30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",01/12/2022 03:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1801,S,KEDZIE AVE,1022,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,14,4,1,41.857621901,-87.70527585,POINT (-87.705275850039 41.857621900976)
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,"OVER $1,500",08/26/2020 02:20:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,163,N,BESSIE COLEMAN DR,1654,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,14,4,8,,,
35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,"OVER $1,500",10/06/2021 06:11:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,8300,S,STONY ISLAND AVE,412,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,10,41.744151639,-87.585945067,POINT (-87.585945066953 41.744151639042)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,$500 OR LESS,09/03/2019 05:45:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,172,N,BESSIE COLEMAN DR,1654,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,9,,,
30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",06/09/2023 05:40:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,341,N,CENTRAL AVE,1523,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,6,6,41.886971392,-87.764954794,POINT (-87.764954793969 41.886971392025)
25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,$500 OR LESS,10/13/2020 09:30:00 PM,IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3,W,TERMINAL ST,1653,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,3,10,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",10/17/2021 03:57:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,3116,N,HALSTED ST,1933,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,3,1,10,,,
30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,"OVER $1,500",06/05/2020 01:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7169,W,ARCHER AVE,811,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,6,,,
25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,$500 OR LESS,03/07/2022 03:58:00 PM,NOT APPLICABLE,NOT APPLICABLE,11718,S,LOOMIS ST,524,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,3,41.680646648,-87.656758858,POINT (-87.656758857993 41.680646648048)
15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,$500 OR LESS,10/25/2021 06:45:00 PM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3,W,TERMINAL ST,1653,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,10,,,
30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,$500 OR LESS,06/13/2019 09:45:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2751,N,CENTRAL AVE,2514,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,5,6,41.931000176,-87.766089408,POINT (-87.766089407959 41.931000176021)
30,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,"OVER $1,500",12/12/2018 09:45:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8147,S,VINCENNES AVE,622,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,2,12,41.74579217,-87.635369997,POINT (-87.63536999702 41.745792169991)
25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",09/17/2021 05:16:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",38,W,SUPERIOR ST,1832,6,NONINCAPACITATING INJURY,1,0,0,1,0,7,0,17,6,9,41.895768039,-87.629678317,POINT (-87.629678317 41.895768039028)
30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,$500 OR LESS,06/18/2020 04:59:00 PM,NOT APPLICABLE,NOT APPLICABLE,3100,S,KOMENSKY AVE,1031,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,6,41.836772906,-87.725712341,POINT (-87.72571234101 41.836772905951)
25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,"OVER $1,500",10/13/2022 03:56:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,5,W,TERMINAL ST,1655,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,10,,,
20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,$500 OR LESS,07/29/2022 12:53:00 PM,NOT APPLICABLE,NOT APPLICABLE,5742,S,WABASH AVE,232,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,6,7,41.789798697,-87.624110825,POINT (-87.624110824989 41.789798697039)
